source,target,similarity
10.txt,134.txt,0.637366949242129
9.txt,120.txt,0.637261113153382
30.txt,134.txt,0.637169200675474
18.txt,123.txt,0.637056585467653
2.txt,120.txt,0.636896684037204
15.txt,135.txt,0.636555524755475
15.txt,130.txt,0.636181850082114
30.txt,129.txt,0.636127830374698
10.txt,140.txt,0.635843360532746
15.txt,118.txt,0.635727302384128
5.txt,118.txt,0.635657711927713
22.txt,123.txt,0.634390827325543
16.txt,134.txt,0.63400169681658
22.txt,121.txt,0.633538687436264
18.txt,132.txt,0.632927646188688
13.txt,132.txt,0.632595390189408
24.txt,115.txt,0.632559634654178
27.txt,119.txt,0.631983718335448
17.txt,114.txt,0.63122248213517
15.txt,121.txt,0.631172082528708
28.txt,126.txt,0.630421440514637
22.txt,127.txt,0.630048940598985
29.txt,135.txt,0.629972079418529
5.txt,120.txt,0.629397619271482
4.txt,118.txt,0.628668855833328
29.txt,120.txt,0.628466023786324
19.txt,154.txt,0.628125593084169
17.txt,120.txt,0.627916544190618
13.txt,118.txt,0.627593693142868
27.txt,135.txt,0.627432189346995
27.txt,120.txt,0.627338369607655
24.txt,149.txt,0.626642524766635
13.txt,135.txt,0.626618341003616
28.txt,121.txt,0.626424918322297
3.txt,135.txt,0.626099033699941
21.txt,123.txt,0.625975027177395
13.txt,114.txt,0.625736137938094
6.txt,135.txt,0.625517661541307
17.txt,149.txt,0.625306672754522
27.txt,134.txt,0.62513592965167
1.txt,114.txt,0.624981549721547
26.txt,132.txt,0.624969525947133
12.txt,135.txt,0.624850502575512
10.txt,127.txt,0.624334535394195
29.txt,121.txt,0.624106645323345
18.txt,135.txt,0.623526407564667
16.txt,118.txt,0.622932641577856
10.txt,121.txt,0.622602616645364
5.txt,124.txt,0.622347267495146
12.txt,132.txt,0.622263118780087
8.txt,135.txt,0.622157251840481
15.txt,117.txt,0.621977994418066
22.txt,128.txt,0.621931135093217
19.txt,114.txt,0.621616444350828
14.txt,134.txt,0.621513862081873
11.txt,135.txt,0.621366219912002
5.txt,123.txt,0.620863548285431
16.txt,135.txt,0.620760680813325
26.txt,114.txt,0.620749102567104
8.txt,132.txt,0.620537163819715
27.txt,121.txt,0.620442249052344
6.txt,127.txt,0.620309454135863
3.txt,127.txt,0.619962048174298
16.txt,132.txt,0.619534123979471
6.txt,123.txt,0.619238508995564
28.txt,132.txt,0.619164699669282
16.txt,114.txt,0.618826129385614
9.txt,114.txt,0.618660570819777
10.txt,132.txt,0.618618555273924
29.txt,129.txt,0.618460948410592
16.txt,129.txt,0.618233498878649
27.txt,114.txt,0.61814051391819
28.txt,135.txt,0.617828890734562
9.txt,140.txt,0.617532497454227
13.txt,121.txt,0.617475703930305
25.txt,118.txt,0.617253715610553
6.txt,114.txt,0.616909637705069
11.txt,121.txt,0.616566239672711
28.txt,128.txt,0.616132220547583
16.txt,130.txt,0.615900652920962
21.txt,126.txt,0.615723904202097
27.txt,132.txt,0.615606607259548
10.txt,114.txt,0.614263899344237
8.txt,123.txt,0.613786920749958
21.txt,117.txt,0.613058679175535
29.txt,127.txt,0.612853321221364
21.txt,120.txt,0.612714477870068
6.txt,121.txt,0.612608621963806
30.txt,135.txt,0.612530651028675
17.txt,132.txt,0.612279165694365
8.txt,126.txt,0.61192133649542
22.txt,120.txt,0.611670736788008
21.txt,135.txt,0.610482050999943
23.txt,149.txt,0.609990351752457
25.txt,154.txt,0.609822482133064
18.txt,149.txt,0.609748928703999
20.txt,154.txt,0.609366163477004
10.txt,119.txt,0.609200330047594
16.txt,117.txt,0.60914231506655
29.txt,132.txt,0.609019526531952
19.txt,120.txt,0.609004327649447
28.txt,118.txt,0.608515892305193
27.txt,140.txt,0.608193757313709
17.txt,123.txt,0.607707768524155
21.txt,121.txt,0.607303233507943
4.txt,114.txt,0.607101920190771
8.txt,134.txt,0.606537515451217
3.txt,114.txt,0.606242337402763
27.txt,123.txt,0.606191566529539
8.txt,121.txt,0.605930175939368
12.txt,121.txt,0.605748788895427
12.txt,123.txt,0.605620668616915
28.txt,114.txt,0.605389271960045
21.txt,134.txt,0.604635722024347
30.txt,143.txt,0.60440735372108
9.txt,135.txt,0.604352109292201
22.txt,154.txt,0.603701113751573
9.txt,134.txt,0.603619617990112
1.txt,132.txt,0.60354152144046
7.txt,114.txt,0.602649019503031
21.txt,149.txt,0.602363952354637
11.txt,130.txt,0.601826141524581
28.txt,143.txt,0.601607678235026
11.txt,129.txt,0.60130889193318
21.txt,115.txt,0.601169512844331
16.txt,121.txt,0.601129880169755
8.txt,129.txt,0.601037224641733
10.txt,135.txt,0.600871460154256
7.txt,132.txt,0.600652103224743
4.txt,123.txt,0.600513907732401
22.txt,149.txt,0.600325489817005
19.txt,117.txt,0.600131677683881
11.txt,123.txt,0.599961182911288
13.txt,134.txt,0.599715586208313
8.txt,149.txt,0.599456340209135
6.txt,124.txt,0.599364485670098
2.txt,127.txt,0.599230284175447
21.txt,129.txt,0.598626902066702
5.txt,114.txt,0.598314812064142
2.txt,114.txt,0.598272615012711
29.txt,114.txt,0.598257665794117
27.txt,150.txt,0.598208312534866
1.txt,127.txt,0.598188574183802
28.txt,129.txt,0.598162323401946
18.txt,129.txt,0.597258793606262
11.txt,134.txt,0.59664562103225
9.txt,132.txt,0.596543626448307
22.txt,133.txt,0.596433561048808
6.txt,130.txt,0.596230413366442
3.txt,121.txt,0.596120596063745
27.txt,129.txt,0.596037608815836
1.txt,121.txt,0.595883128669844
9.txt,126.txt,0.59562287826209
8.txt,130.txt,0.595467782526074
2.txt,135.txt,0.595084852131893
6.txt,132.txt,0.594844717355924
5.txt,127.txt,0.594747178673616
29.txt,134.txt,0.594259620660681
13.txt,129.txt,0.594193248214342
24.txt,121.txt,0.594057626347436
18.txt,126.txt,0.594054401398384
4.txt,127.txt,0.593878802102335
11.txt,119.txt,0.593512702598071
23.txt,154.txt,0.592806628095628
5.txt,135.txt,0.592751880452794
5.txt,146.txt,0.592718169169344
30.txt,132.txt,0.592664898338077
9.txt,121.txt,0.592517956147514
21.txt,130.txt,0.592484712987395
28.txt,134.txt,0.592384055467892
4.txt,135.txt,0.591901151342045
6.txt,129.txt,0.591248971068751
14.txt,121.txt,0.590263585356034
25.txt,144.txt,0.590221883347005
13.txt,130.txt,0.589798566369044
18.txt,121.txt,0.589088425948898
12.txt,130.txt,0.589064181733677
24.txt,127.txt,0.589020036233023
25.txt,120.txt,0.588505036891881
10.txt,126.txt,0.5884010375572
14.txt,135.txt,0.588311030202154
15.txt,115.txt,0.587729484635478
17.txt,127.txt,0.587642088328423
25.txt,115.txt,0.587581056304811
27.txt,128.txt,0.587556150006638
12.txt,129.txt,0.586663822735361
1.txt,135.txt,0.586342082845882
8.txt,140.txt,0.586235564241466
30.txt,121.txt,0.58621429166846
9.txt,150.txt,0.585585454656043
15.txt,127.txt,0.585562351331227
14.txt,127.txt,0.584339646729395
12.txt,134.txt,0.583913684420712
23.txt,116.txt,0.583892463927094
21.txt,140.txt,0.583779365331132
22.txt,126.txt,0.583625218932451
29.txt,118.txt,0.582967794307877
18.txt,119.txt,0.582915881372165
26.txt,133.txt,0.582748780746151
18.txt,130.txt,0.582694643511043
4.txt,124.txt,0.582630163394501
9.txt,130.txt,0.582468431956441
17.txt,135.txt,0.582109575361504
27.txt,149.txt,0.581199973573688
26.txt,117.txt,0.581061056067342
10.txt,129.txt,0.580663769323168
17.txt,154.txt,0.580635234364853
24.txt,136.txt,0.580380179171492
24.txt,117.txt,0.580053704769308
29.txt,143.txt,0.579678607344339
30.txt,118.txt,0.579630106052978
28.txt,130.txt,0.579403223591716
3.txt,130.txt,0.579392354161082
3.txt,129.txt,0.578858292742639
14.txt,129.txt,0.578841974723954
11.txt,126.txt,0.578626866206048
24.txt,116.txt,0.578359045847201
18.txt,134.txt,0.578339084364414
14.txt,130.txt,0.578216303488294
6.txt,134.txt,0.577833045738273
27.txt,155.txt,0.577819646720555
27.txt,130.txt,0.577650710577261
28.txt,123.txt,0.577073764591393
14.txt,117.txt,0.576975508911979
29.txt,128.txt,0.57694145130683
8.txt,150.txt,0.576810845422573
13.txt,140.txt,0.576797343972761
9.txt,129.txt,0.576793003219839
26.txt,115.txt,0.576621341290332
20.txt,115.txt,0.576205340625107
1.txt,130.txt,0.576059238323313
18.txt,154.txt,0.575982519220739
18.txt,151.txt,0.575956857820838
10.txt,130.txt,0.575296760716434
9.txt,123.txt,0.575242526822133
20.txt,121.txt,0.575063069924803
11.txt,149.txt,0.574928501558802
23.txt,114.txt,0.574268648076618
26.txt,138.txt,0.574168409654431
15.txt,133.txt,0.573842052160465
9.txt,149.txt,0.573591787982649
1.txt,149.txt,0.573460256434804
4.txt,146.txt,0.572181056731502
22.txt,159.txt,0.571495957577425
17.txt,151.txt,0.571293374802586
24.txt,135.txt,0.571245540112276
6.txt,146.txt,0.5708643295251
1.txt,129.txt,0.570124155146205
30.txt,130.txt,0.570082729621084
8.txt,143.txt,0.569974694761778
29.txt,126.txt,0.569629901034427
2.txt,121.txt,0.569469819504155
15.txt,128.txt,0.569173741932444
17.txt,116.txt,0.568781646020874
5.txt,151.txt,0.568735170273149
21.txt,154.txt,0.568488750682799
26.txt,124.txt,0.568234830223234
3.txt,132.txt,0.567836258554282
27.txt,143.txt,0.567759730524106
21.txt,138.txt,0.567370258753301
3.txt,126.txt,0.566867550933887
30.txt,114.txt,0.566633046026754
16.txt,138.txt,0.566486570134128
21.txt,124.txt,0.566263178496231
24.txt,129.txt,0.566263090483725
12.txt,143.txt,0.565810721053776
4.txt,149.txt,0.565520426224083
2.txt,149.txt,0.565465486954547
24.txt,120.txt,0.565406420470911
24.txt,145.txt,0.565376845138318
30.txt,120.txt,0.565338227776588
20.txt,117.txt,0.565299530362603
4.txt,132.txt,0.565092757908111
30.txt,117.txt,0.565067857124784
18.txt,124.txt,0.564587480590216
25.txt,117.txt,0.564419178854665
1.txt,134.txt,0.564364900660325
22.txt,124.txt,0.564346884748418
12.txt,119.txt,0.563601861976635
24.txt,126.txt,0.563056162916796
5.txt,121.txt,0.562746061213755
27.txt,124.txt,0.562510234068733
7.txt,121.txt,0.562378587481398
10.txt,150.txt,0.562209830853543
7.txt,142.txt,0.562000138651367
5.txt,149.txt,0.561051687128788
3.txt,149.txt,0.560916891412804
4.txt,121.txt,0.56076563972344
23.txt,132.txt,0.560585585211667
13.txt,123.txt,0.56050844864996
16.txt,127.txt,0.560092142915922
17.txt,133.txt,0.559590537625248
26.txt,149.txt,0.559421166777063
26.txt,140.txt,0.559420080521316
3.txt,134.txt,0.559247225879585
18.txt,128.txt,0.559127141955472
30.txt,127.txt,0.558489082005694
24.txt,130.txt,0.558444501844607
6.txt,126.txt,0.558322935697399
16.txt,115.txt,0.558293915230145
19.txt,149.txt,0.558058147237865
30.txt,140.txt,0.557816640060739
15.txt,143.txt,0.557803535697298
21.txt,133.txt,0.557082397585649
9.txt,133.txt,0.557079602559218
18.txt,117.txt,0.556760733756523
11.txt,133.txt,0.556738633086258
2.txt,130.txt,0.55670591527933
18.txt,133.txt,0.55666540566043
15.txt,123.txt,0.556556989411544
13.txt,143.txt,0.556457632649669
16.txt,133.txt,0.556308204183698
22.txt,119.txt,0.556278208673902
2.txt,129.txt,0.556068531978244
11.txt,143.txt,0.556033793947146
17.txt,130.txt,0.555779718390188
19.txt,116.txt,0.555719589797473
24.txt,119.txt,0.555222338041432
3.txt,158.txt,0.555148757450473
4.txt,129.txt,0.554504377313677
12.txt,126.txt,0.554324465071669
21.txt,128.txt,0.554136509673371
4.txt,151.txt,0.554069552389155
25.txt,121.txt,0.553958294222319
29.txt,140.txt,0.553921765492044
22.txt,143.txt,0.553840062008866
7.txt,134.txt,0.553611532058042
8.txt,133.txt,0.553469194571334
11.txt,115.txt,0.553388032229617
5.txt,132.txt,0.553138401106214
21.txt,150.txt,0.552971462613293
14.txt,123.txt,0.552656314733998
5.txt,129.txt,0.551969907968297
9.txt,155.txt,0.5519365583817
5.txt,130.txt,0.551886690898009
13.txt,126.txt,0.551828815265338
12.txt,149.txt,0.551560202661354
30.txt,133.txt,0.551540318511547
23.txt,123.txt,0.551287376499913
13.txt,119.txt,0.551179604894438
14.txt,143.txt,0.551079572893362
27.txt,133.txt,0.551046726549128
11.txt,128.txt,0.550502477878396
4.txt,130.txt,0.550500546969396
17.txt,129.txt,0.550451099622688
27.txt,117.txt,0.550252455578735
2.txt,132.txt,0.550135045310305
16.txt,123.txt,0.550126319014591
6.txt,133.txt,0.550063389343824
24.txt,144.txt,0.549867646409589
3.txt,124.txt,0.549823279765695
8.txt,128.txt,0.549781812034658
16.txt,128.txt,0.549732195546951
13.txt,115.txt,0.549654867324128
29.txt,115.txt,0.549642327427731
10.txt,123.txt,0.549404997988936
10.txt,143.txt,0.549221147370925
28.txt,140.txt,0.549143644520837
2.txt,124.txt,0.548502367183087
23.txt,151.txt,0.548406545819152
21.txt,143.txt,0.548136401581969
29.txt,133.txt,0.547730762211299
6.txt,153.txt,0.546875536399053
27.txt,138.txt,0.546285003235365
9.txt,143.txt,0.545893967605971
24.txt,133.txt,0.54573246634051
2.txt,134.txt,0.545463660775254
14.txt,154.txt,0.544893307819771
6.txt,149.txt,0.544841807641606
10.txt,133.txt,0.544369117445839
23.txt,135.txt,0.544358825235933
6.txt,128.txt,0.54432837092542
3.txt,128.txt,0.544247304269969
26.txt,142.txt,0.544109013503763
20.txt,149.txt,0.544078654821581
28.txt,115.txt,0.54394259385971
24.txt,128.txt,0.543845553497726
12.txt,133.txt,0.543637516956819
14.txt,149.txt,0.543389256094353
11.txt,140.txt,0.543246126305203
25.txt,130.txt,0.543032298679798
11.txt,154.txt,0.542929514880995
24.txt,138.txt,0.542696539339774
13.txt,128.txt,0.542493463054673
24.txt,150.txt,0.542487225353926
2.txt,126.txt,0.542487179054775
4.txt,126.txt,0.541907822082259
29.txt,123.txt,0.541244514063999
17.txt,124.txt,0.540775208132209
5.txt,126.txt,0.540759506799366
18.txt,143.txt,0.540597665298875
23.txt,138.txt,0.540527706425766
8.txt,155.txt,0.540406595209092
17.txt,126.txt,0.540309361992053
5.txt,134.txt,0.540099129916911
16.txt,143.txt,0.540021004675383
17.txt,119.txt,0.539883921549539
19.txt,142.txt,0.539153076113071
14.txt,115.txt,0.539015030670649
23.txt,117.txt,0.538981094415711
14.txt,119.txt,0.538683086850388
17.txt,121.txt,0.53861408655752
19.txt,134.txt,0.538358874921624
30.txt,128.txt,0.538344128523348
1.txt,133.txt,0.537769158381103
10.txt,115.txt,0.537686320542649
8.txt,154.txt,0.537587241990996
23.txt,127.txt,0.537043169723309
26.txt,159.txt,0.536696112857239
26.txt,119.txt,0.536574200558523
1.txt,126.txt,0.536549540191652
12.txt,128.txt,0.536521599817858
24.txt,123.txt,0.536129960118337
12.txt,115.txt,0.535468568059958
11.txt,117.txt,0.535164153061966
13.txt,133.txt,0.53515404344336
6.txt,140.txt,0.535135908359083
25.txt,116.txt,0.534989959597183
20.txt,144.txt,0.53498432856947
15.txt,138.txt,0.53493865887234
30.txt,126.txt,0.534843227692415
18.txt,138.txt,0.534766238548717
26.txt,154.txt,0.534748026164495
7.txt,118.txt,0.534633569814421
12.txt,142.txt,0.534204788412638
12.txt,140.txt,0.534172702069749
26.txt,150.txt,0.534085316272761
4.txt,134.txt,0.534046530831086
14.txt,133.txt,0.534039660253555
18.txt,115.txt,0.53376893866488
8.txt,124.txt,0.533655626927291
14.txt,126.txt,0.533512481304704
27.txt,115.txt,0.533316346089865
3.txt,133.txt,0.533096072608872
20.txt,127.txt,0.532756682267445
18.txt,116.txt,0.532643687861502
5.txt,153.txt,0.532295828764298
8.txt,138.txt,0.532285214249662
21.txt,155.txt,0.532245782586853
2.txt,151.txt,0.531977773229526
7.txt,135.txt,0.531944463530453
8.txt,117.txt,0.531785598111286
30.txt,115.txt,0.531784471995178
28.txt,142.txt,0.531572015195918
2.txt,133.txt,0.531530447104713
19.txt,145.txt,0.530899077973729
20.txt,130.txt,0.530726265799406
19.txt,135.txt,0.530314321727016
17.txt,146.txt,0.53002705035853
25.txt,129.txt,0.529947776248309
1.txt,116.txt,0.529603858387225
29.txt,148.txt,0.529529026080994
24.txt,140.txt,0.529137347348793
7.txt,129.txt,0.529007422350088
23.txt,136.txt,0.528885885347945
6.txt,143.txt,0.528872919599228
23.txt,146.txt,0.528791406070925
19.txt,130.txt,0.528200452378971
5.txt,133.txt,0.528106343468396
2.txt,158.txt,0.527845392397627
22.txt,148.txt,0.527224139353281
10.txt,128.txt,0.527098745050963
3.txt,119.txt,0.52704627669473
20.txt,129.txt,0.526852860852214
20.txt,116.txt,0.526842152093114
6.txt,115.txt,0.526598046016987
19.txt,133.txt,0.52645859179546
28.txt,119.txt,0.526457202956083
8.txt,115.txt,0.525924481063965
25.txt,149.txt,0.525917696648674
13.txt,141.txt,0.525756711105544
1.txt,128.txt,0.525467705037066
9.txt,128.txt,0.525064831976708
12.txt,124.txt,0.524510927455482
17.txt,134.txt,0.523776733167835
7.txt,130.txt,0.523737900720179
10.txt,155.txt,0.523242813647546
19.txt,136.txt,0.522651927395261
1.txt,119.txt,0.522613188498363
9.txt,156.txt,0.522380635716714
11.txt,156.txt,0.521913691144842
23.txt,124.txt,0.521499527972982
4.txt,133.txt,0.521497754819119
23.txt,126.txt,0.521002580211025
17.txt,117.txt,0.520913661791734
14.txt,140.txt,0.520366501977944
29.txt,142.txt,0.520325891104812
23.txt,119.txt,0.520224964419665
22.txt,140.txt,0.519708726371862
9.txt,154.txt,0.519612088070585
4.txt,128.txt,0.519331947036969
11.txt,142.txt,0.51927815806894
20.txt,143.txt,0.519209852305859
2.txt,128.txt,0.519189488958652
6.txt,119.txt,0.519167820726413
24.txt,148.txt,0.518887628244124
27.txt,154.txt,0.518812326273368
23.txt,133.txt,0.518374395418515
20.txt,135.txt,0.518195201495177
28.txt,133.txt,0.517948354733605
18.txt,150.txt,0.517901741533946
12.txt,154.txt,0.517856720522576
28.txt,117.txt,0.517815802121524
1.txt,115.txt,0.51760361464174
17.txt,138.txt,0.517523063501911
4.txt,119.txt,0.51746432032025
14.txt,128.txt,0.517330026405737
7.txt,127.txt,0.517304277162173
15.txt,126.txt,0.516917780267155
3.txt,151.txt,0.516722792739677
13.txt,142.txt,0.516667207965736
25.txt,133.txt,0.516611270278593
25.txt,127.txt,0.516368389784185
9.txt,138.txt,0.516348853473669
5.txt,128.txt,0.516235221559267
19.txt,127.txt,0.516227097691777
1.txt,143.txt,0.515905231989946
10.txt,149.txt,0.515233515874245
11.txt,124.txt,0.514878364354412
8.txt,151.txt,0.514424024142873
2.txt,146.txt,0.513952507053503
15.txt,148.txt,0.513613749455281
8.txt,142.txt,0.513603587393366
17.txt,115.txt,0.513061036187808
6.txt,122.txt,0.512979106755581
9.txt,115.txt,0.512939074343171
3.txt,143.txt,0.512559246460422
17.txt,128.txt,0.511582861886433
12.txt,156.txt,0.511442096944476
9.txt,141.txt,0.511284738897599
23.txt,115.txt,0.511239518268409
19.txt,119.txt,0.511019292161208
7.txt,143.txt,0.510974560673113
3.txt,146.txt,0.510697278153611
19.txt,129.txt,0.510691551531706
16.txt,159.txt,0.510427566538374
22.txt,139.txt,0.510172422716968
9.txt,117.txt,0.510104151249486
22.txt,116.txt,0.509995587457317
26.txt,148.txt,0.509941207770265
2.txt,119.txt,0.509896694533613
7.txt,133.txt,0.509511907313977
27.txt,142.txt,0.509454269106348
8.txt,156.txt,0.509228732533285
11.txt,150.txt,0.509209068402157
22.txt,150.txt,0.509073807090572
29.txt,117.txt,0.509064451515862
30.txt,123.txt,0.509005849354038
1.txt,124.txt,0.508972788541521
12.txt,117.txt,0.508479201099658
24.txt,146.txt,0.508313791426414
15.txt,140.txt,0.508004276296618
25.txt,135.txt,0.507934972232186
3.txt,115.txt,0.50766846733599
4.txt,142.txt,0.507378363841704
10.txt,142.txt,0.507348854371209
20.txt,133.txt,0.506864343210363
28.txt,125.txt,0.506846777153656
5.txt,119.txt,0.506585114176358
15.txt,149.txt,0.506409434665146
16.txt,149.txt,0.506374042766213
14.txt,138.txt,0.505563111438349
4.txt,143.txt,0.5055364911612
29.txt,150.txt,0.505417267392383
19.txt,140.txt,0.50524374008006
11.txt,138.txt,0.505185339813894
20.txt,134.txt,0.504966090947612
24.txt,134.txt,0.504841077868752
25.txt,140.txt,0.503974405191474
17.txt,136.txt,0.503276448077439
18.txt,146.txt,0.503245163156555
10.txt,117.txt,0.503053372090627
1.txt,154.txt,0.502694080023191
9.txt,142.txt,0.502575600510518
30.txt,138.txt,0.502397731655064
6.txt,142.txt,0.502380746891223
28.txt,149.txt,0.502288341474945
29.txt,119.txt,0.502246851765721
21.txt,151.txt,0.502178816098571
19.txt,138.txt,0.502044206118376
30.txt,119.txt,0.502030759735826
3.txt,140.txt,0.501562642649926
23.txt,129.txt,0.501436972264035
9.txt,124.txt,0.501408492254151
15.txt,159.txt,0.500873825136563
12.txt,150.txt,0.500727815472208
25.txt,136.txt,0.500194813635688
18.txt,140.txt,0.500108033587857
3.txt,142.txt,0.500043288169424
28.txt,150.txt,0.49964258120944
24.txt,139.txt,0.499325326908993
25.txt,143.txt,0.499270258216264
4.txt,153.txt,0.499199455375269
1.txt,146.txt,0.499167394481917
11.txt,116.txt,0.499069874649804
15.txt,154.txt,0.499055765325588
29.txt,149.txt,0.499036679357135
16.txt,126.txt,0.498742266851175
4.txt,116.txt,0.498337428388845
29.txt,154.txt,0.497839515535569
30.txt,150.txt,0.497747741792865
30.txt,142.txt,0.497691742317962
23.txt,130.txt,0.497611125025342
16.txt,154.txt,0.496950261270636
6.txt,154.txt,0.496869917299059
12.txt,138.txt,0.496732026143791
2.txt,143.txt,0.496397856186388
24.txt,124.txt,0.496349541877588
3.txt,154.txt,0.496257238831337
26.txt,125.txt,0.496171145031073
13.txt,149.txt,0.495862734174498
13.txt,117.txt,0.495573483765774
12.txt,141.txt,0.495529360590313
23.txt,128.txt,0.495268032343955
26.txt,151.txt,0.495080215960628
28.txt,154.txt,0.494731360347707
15.txt,142.txt,0.494234472847791
3.txt,116.txt,0.493341913267303
2.txt,116.txt,0.492978732382453
19.txt,144.txt,0.492504783390055
22.txt,151.txt,0.492274810354777
5.txt,143.txt,0.492064062868306
7.txt,152.txt,0.491918967943282
3.txt,122.txt,0.491712385403142
28.txt,124.txt,0.491610751176128
1.txt,151.txt,0.491424336951395
26.txt,152.txt,0.491360952617008
6.txt,116.txt,0.4913380633152
3.txt,150.txt,0.491229612974744
4.txt,154.txt,0.491171436563433
30.txt,148.txt,0.490999184783007
18.txt,142.txt,0.490539484830244
17.txt,142.txt,0.48994847132913
2.txt,115.txt,0.489616707401611
30.txt,125.txt,0.48950038701682
29.txt,138.txt,0.489397062287453
13.txt,154.txt,0.489357325349624
1.txt,142.txt,0.489313151973926
11.txt,151.txt,0.489268270484388
26.txt,139.txt,0.489185890615536
17.txt,143.txt,0.489132246352577
25.txt,134.txt,0.489106066727099
15.txt,119.txt,0.488881561676394
2.txt,154.txt,0.488819520402058
5.txt,154.txt,0.487873834747698
7.txt,115.txt,0.487550641170359
13.txt,125.txt,0.487414995334733
19.txt,143.txt,0.487378685604326
20.txt,123.txt,0.487325224920153
30.txt,159.txt,0.487062433205766
12.txt,151.txt,0.486906103084002
6.txt,150.txt,0.486176065911941
5.txt,116.txt,0.485970331488129
24.txt,142.txt,0.485921667748855
6.txt,151.txt,0.485600002850256
5.txt,142.txt,0.485599368250252
14.txt,150.txt,0.485051860819369
23.txt,120.txt,0.485011122790959
4.txt,150.txt,0.484684962232707
19.txt,148.txt,0.484412043948161
9.txt,146.txt,0.48426675110085
1.txt,150.txt,0.483784195287385
13.txt,150.txt,0.483147247248802
1.txt,158.txt,0.483008096356281
25.txt,119.txt,0.482716769831089
19.txt,139.txt,0.482505610321206
9.txt,116.txt,0.482328900124505
7.txt,123.txt,0.482310994592894
24.txt,143.txt,0.482208761359712
20.txt,119.txt,0.482130711783643
20.txt,126.txt,0.482130711783643
27.txt,151.txt,0.48202793445871
16.txt,148.txt,0.482009195518373
9.txt,151.txt,0.481965872723678
17.txt,150.txt,0.481499064250684
20.txt,128.txt,0.481488679584214
10.txt,154.txt,0.481340494879116
25.txt,138.txt,0.481323206355884
16.txt,142.txt,0.481258038676881
8.txt,146.txt,0.481168156799397
