source,target,similarity
9.txt,120.txt,0.637261113153382
30.txt,134.txt,0.637169200675474
18.txt,123.txt,0.637056585467653
2.txt,120.txt,0.636896684037204
15.txt,135.txt,0.636555524755475
15.txt,130.txt,0.636181850082114
30.txt,129.txt,0.636127830374698
10.txt,140.txt,0.635843360532746
15.txt,118.txt,0.635727302384128
5.txt,118.txt,0.635657711927713
22.txt,123.txt,0.634390827325543
16.txt,134.txt,0.63400169681658
22.txt,121.txt,0.633538687436264
18.txt,132.txt,0.632927646188688
13.txt,132.txt,0.632595390189408
24.txt,115.txt,0.632559634654178
27.txt,119.txt,0.631983718335448
17.txt,114.txt,0.63122248213517
15.txt,121.txt,0.631172082528708
28.txt,126.txt,0.630421440514637
22.txt,127.txt,0.630048940598985
29.txt,135.txt,0.629972079418529
5.txt,120.txt,0.629397619271482
4.txt,118.txt,0.628668855833328
29.txt,120.txt,0.628466023786324
19.txt,154.txt,0.628125593084169
17.txt,120.txt,0.627916544190618
13.txt,118.txt,0.627593693142868
27.txt,135.txt,0.627432189346995
27.txt,120.txt,0.627338369607655
24.txt,149.txt,0.626642524766635
13.txt,135.txt,0.626618341003616
28.txt,121.txt,0.626424918322297
3.txt,135.txt,0.626099033699941
21.txt,123.txt,0.625975027177395
13.txt,114.txt,0.625736137938094
6.txt,135.txt,0.625517661541307
17.txt,149.txt,0.625306672754522
27.txt,134.txt,0.62513592965167
1.txt,114.txt,0.624981549721547
26.txt,132.txt,0.624969525947133
12.txt,135.txt,0.624850502575512
10.txt,127.txt,0.624334535394195
29.txt,121.txt,0.624106645323345
18.txt,135.txt,0.623526407564667
16.txt,118.txt,0.622932641577856
10.txt,121.txt,0.622602616645364
5.txt,124.txt,0.622347267495146
12.txt,132.txt,0.622263118780087
8.txt,135.txt,0.622157251840481
15.txt,117.txt,0.621977994418066
22.txt,128.txt,0.621931135093217
19.txt,114.txt,0.621616444350828
14.txt,134.txt,0.621513862081873
11.txt,135.txt,0.621366219912002
5.txt,123.txt,0.620863548285431
16.txt,135.txt,0.620760680813325
26.txt,114.txt,0.620749102567104
8.txt,132.txt,0.620537163819715
27.txt,121.txt,0.620442249052344
6.txt,127.txt,0.620309454135863
3.txt,127.txt,0.619962048174298
16.txt,132.txt,0.619534123979471
6.txt,123.txt,0.619238508995564
28.txt,132.txt,0.619164699669282
16.txt,114.txt,0.618826129385614
9.txt,114.txt,0.618660570819777
10.txt,132.txt,0.618618555273924
29.txt,129.txt,0.618460948410592
16.txt,129.txt,0.618233498878649
27.txt,114.txt,0.61814051391819
28.txt,135.txt,0.617828890734562
9.txt,140.txt,0.617532497454227
13.txt,121.txt,0.617475703930305
25.txt,118.txt,0.617253715610553
6.txt,114.txt,0.616909637705069
11.txt,121.txt,0.616566239672711
28.txt,128.txt,0.616132220547583
16.txt,130.txt,0.615900652920962
21.txt,126.txt,0.615723904202097
27.txt,132.txt,0.615606607259548
10.txt,114.txt,0.614263899344237
8.txt,123.txt,0.613786920749958
21.txt,117.txt,0.613058679175535
29.txt,127.txt,0.612853321221364
21.txt,120.txt,0.612714477870068
6.txt,121.txt,0.612608621963806
30.txt,135.txt,0.612530651028675
17.txt,132.txt,0.612279165694365
8.txt,126.txt,0.61192133649542
22.txt,120.txt,0.611670736788008
21.txt,135.txt,0.610482050999943
23.txt,149.txt,0.609990351752457
25.txt,154.txt,0.609822482133064
18.txt,149.txt,0.609748928703999
20.txt,154.txt,0.609366163477004
10.txt,119.txt,0.609200330047594
16.txt,117.txt,0.60914231506655
29.txt,132.txt,0.609019526531952
19.txt,120.txt,0.609004327649447
28.txt,118.txt,0.608515892305193
27.txt,140.txt,0.608193757313709
17.txt,123.txt,0.607707768524155
21.txt,121.txt,0.607303233507943
4.txt,114.txt,0.607101920190771
8.txt,134.txt,0.606537515451217
3.txt,114.txt,0.606242337402763
27.txt,123.txt,0.606191566529539
8.txt,121.txt,0.605930175939368
12.txt,121.txt,0.605748788895427
12.txt,123.txt,0.605620668616915
28.txt,114.txt,0.605389271960045
21.txt,134.txt,0.604635722024347
30.txt,143.txt,0.60440735372108
9.txt,135.txt,0.604352109292201
22.txt,154.txt,0.603701113751573
9.txt,134.txt,0.603619617990112
1.txt,132.txt,0.60354152144046
7.txt,114.txt,0.602649019503031
21.txt,149.txt,0.602363952354637
11.txt,130.txt,0.601826141524581
28.txt,143.txt,0.601607678235026
11.txt,129.txt,0.60130889193318
21.txt,115.txt,0.601169512844331
16.txt,121.txt,0.601129880169755
8.txt,129.txt,0.601037224641733
10.txt,135.txt,0.600871460154256
7.txt,132.txt,0.600652103224743
4.txt,123.txt,0.600513907732401
22.txt,149.txt,0.600325489817005
19.txt,117.txt,0.600131677683881
11.txt,123.txt,0.599961182911288
13.txt,134.txt,0.599715586208313
8.txt,149.txt,0.599456340209135
6.txt,124.txt,0.599364485670098
2.txt,127.txt,0.599230284175447
21.txt,129.txt,0.598626902066702
5.txt,114.txt,0.598314812064142
2.txt,114.txt,0.598272615012711
29.txt,114.txt,0.598257665794117
27.txt,150.txt,0.598208312534866
1.txt,127.txt,0.598188574183802
28.txt,129.txt,0.598162323401946
18.txt,129.txt,0.597258793606262
11.txt,134.txt,0.59664562103225
9.txt,132.txt,0.596543626448307
22.txt,133.txt,0.596433561048808
6.txt,130.txt,0.596230413366442
3.txt,121.txt,0.596120596063745
27.txt,129.txt,0.596037608815836
1.txt,121.txt,0.595883128669844
9.txt,126.txt,0.59562287826209
8.txt,130.txt,0.595467782526074
2.txt,135.txt,0.595084852131893
6.txt,132.txt,0.594844717355924
5.txt,127.txt,0.594747178673616
29.txt,134.txt,0.594259620660681
13.txt,129.txt,0.594193248214342
24.txt,121.txt,0.594057626347436
18.txt,126.txt,0.594054401398384
4.txt,127.txt,0.593878802102335
11.txt,119.txt,0.593512702598071
23.txt,154.txt,0.592806628095628
5.txt,135.txt,0.592751880452794
5.txt,146.txt,0.592718169169344
30.txt,132.txt,0.592664898338077
9.txt,121.txt,0.592517956147514
21.txt,130.txt,0.592484712987395
28.txt,134.txt,0.592384055467892
4.txt,135.txt,0.591901151342045
6.txt,129.txt,0.591248971068751
14.txt,121.txt,0.590263585356034
25.txt,144.txt,0.590221883347005
13.txt,130.txt,0.589798566369044
18.txt,121.txt,0.589088425948898
12.txt,130.txt,0.589064181733677
24.txt,127.txt,0.589020036233023
25.txt,120.txt,0.588505036891881
10.txt,126.txt,0.5884010375572
14.txt,135.txt,0.588311030202154
15.txt,115.txt,0.587729484635478
17.txt,127.txt,0.587642088328423
25.txt,115.txt,0.587581056304811
27.txt,128.txt,0.587556150006638
12.txt,129.txt,0.586663822735361
1.txt,135.txt,0.586342082845882
8.txt,140.txt,0.586235564241466
30.txt,121.txt,0.58621429166846
9.txt,150.txt,0.585585454656043
15.txt,127.txt,0.585562351331227
14.txt,127.txt,0.584339646729395
12.txt,134.txt,0.583913684420712
23.txt,116.txt,0.583892463927094
21.txt,140.txt,0.583779365331132
22.txt,126.txt,0.583625218932451
29.txt,118.txt,0.582967794307877
18.txt,119.txt,0.582915881372165
26.txt,133.txt,0.582748780746151
18.txt,130.txt,0.582694643511043
4.txt,124.txt,0.582630163394501
9.txt,130.txt,0.582468431956441
17.txt,135.txt,0.582109575361504
27.txt,149.txt,0.581199973573688
26.txt,117.txt,0.581061056067342
10.txt,129.txt,0.580663769323168
17.txt,154.txt,0.580635234364853
24.txt,136.txt,0.580380179171492
24.txt,117.txt,0.580053704769308
29.txt,143.txt,0.579678607344339
30.txt,118.txt,0.579630106052978
28.txt,130.txt,0.579403223591716
3.txt,130.txt,0.579392354161082
3.txt,129.txt,0.578858292742639
14.txt,129.txt,0.578841974723954
11.txt,126.txt,0.578626866206048
24.txt,116.txt,0.578359045847201
18.txt,134.txt,0.578339084364414
14.txt,130.txt,0.578216303488294
6.txt,134.txt,0.577833045738273
27.txt,155.txt,0.577819646720555
27.txt,130.txt,0.577650710577261
28.txt,123.txt,0.577073764591393
14.txt,117.txt,0.576975508911979
29.txt,128.txt,0.57694145130683
8.txt,150.txt,0.576810845422573
13.txt,140.txt,0.576797343972761
9.txt,129.txt,0.576793003219839
26.txt,115.txt,0.576621341290332
20.txt,115.txt,0.576205340625107
1.txt,130.txt,0.576059238323313
18.txt,154.txt,0.575982519220739
18.txt,151.txt,0.575956857820838
10.txt,130.txt,0.575296760716434
9.txt,123.txt,0.575242526822133
20.txt,121.txt,0.575063069924803
11.txt,149.txt,0.574928501558802
23.txt,114.txt,0.574268648076618
26.txt,138.txt,0.574168409654431
15.txt,133.txt,0.573842052160465
9.txt,149.txt,0.573591787982649
1.txt,149.txt,0.573460256434804
4.txt,146.txt,0.572181056731502
22.txt,159.txt,0.571495957577425
17.txt,151.txt,0.571293374802586
24.txt,135.txt,0.571245540112276
6.txt,146.txt,0.5708643295251
1.txt,129.txt,0.570124155146205
30.txt,130.txt,0.570082729621084
8.txt,143.txt,0.569974694761778
29.txt,126.txt,0.569629901034427
2.txt,121.txt,0.569469819504155
15.txt,128.txt,0.569173741932444
17.txt,116.txt,0.568781646020874
5.txt,151.txt,0.568735170273149
21.txt,154.txt,0.568488750682799
26.txt,124.txt,0.568234830223234
3.txt,132.txt,0.567836258554282
27.txt,143.txt,0.567759730524106
21.txt,138.txt,0.567370258753301
3.txt,126.txt,0.566867550933887
30.txt,114.txt,0.566633046026754
16.txt,138.txt,0.566486570134128
21.txt,124.txt,0.566263178496231
24.txt,129.txt,0.566263090483725
12.txt,143.txt,0.565810721053776
4.txt,149.txt,0.565520426224083
2.txt,149.txt,0.565465486954547
24.txt,120.txt,0.565406420470911
24.txt,145.txt,0.565376845138318
30.txt,120.txt,0.565338227776588
20.txt,117.txt,0.565299530362603
4.txt,132.txt,0.565092757908111
30.txt,117.txt,0.565067857124784
18.txt,124.txt,0.564587480590216
25.txt,117.txt,0.564419178854665
1.txt,134.txt,0.564364900660325
22.txt,124.txt,0.564346884748418
12.txt,119.txt,0.563601861976635
24.txt,126.txt,0.563056162916796
5.txt,121.txt,0.562746061213755
27.txt,124.txt,0.562510234068733
7.txt,121.txt,0.562378587481398
10.txt,150.txt,0.562209830853543
7.txt,142.txt,0.562000138651367
5.txt,149.txt,0.561051687128788
3.txt,149.txt,0.560916891412804
4.txt,121.txt,0.56076563972344
23.txt,132.txt,0.560585585211667
13.txt,123.txt,0.56050844864996
16.txt,127.txt,0.560092142915922
17.txt,133.txt,0.559590537625248
26.txt,149.txt,0.559421166777063
26.txt,140.txt,0.559420080521316
3.txt,134.txt,0.559247225879585
18.txt,128.txt,0.559127141955472
30.txt,127.txt,0.558489082005694
24.txt,130.txt,0.558444501844607
6.txt,126.txt,0.558322935697399
16.txt,115.txt,0.558293915230145
19.txt,149.txt,0.558058147237865
30.txt,140.txt,0.557816640060739
15.txt,143.txt,0.557803535697298
21.txt,133.txt,0.557082397585649
9.txt,133.txt,0.557079602559218
18.txt,117.txt,0.556760733756523
11.txt,133.txt,0.556738633086258
2.txt,130.txt,0.55670591527933
18.txt,133.txt,0.55666540566043
15.txt,123.txt,0.556556989411544
13.txt,143.txt,0.556457632649669
16.txt,133.txt,0.556308204183698
22.txt,119.txt,0.556278208673902
2.txt,129.txt,0.556068531978244
11.txt,143.txt,0.556033793947146
17.txt,130.txt,0.555779718390188
19.txt,116.txt,0.555719589797473
24.txt,119.txt,0.555222338041432
3.txt,158.txt,0.555148757450473
4.txt,129.txt,0.554504377313677
12.txt,126.txt,0.554324465071669
21.txt,128.txt,0.554136509673371
4.txt,151.txt,0.554069552389155
25.txt,121.txt,0.553958294222319
29.txt,140.txt,0.553921765492044
22.txt,143.txt,0.553840062008866
7.txt,134.txt,0.553611532058042
8.txt,133.txt,0.553469194571334
11.txt,115.txt,0.553388032229617
5.txt,132.txt,0.553138401106214
21.txt,150.txt,0.552971462613293
14.txt,123.txt,0.552656314733998
5.txt,129.txt,0.551969907968297
9.txt,155.txt,0.5519365583817
5.txt,130.txt,0.551886690898009
13.txt,126.txt,0.551828815265338
12.txt,149.txt,0.551560202661354
30.txt,133.txt,0.551540318511547
23.txt,123.txt,0.551287376499913
13.txt,119.txt,0.551179604894438
14.txt,143.txt,0.551079572893362
27.txt,133.txt,0.551046726549128
11.txt,128.txt,0.550502477878396
4.txt,130.txt,0.550500546969396
17.txt,129.txt,0.550451099622688
27.txt,117.txt,0.550252455578735
2.txt,132.txt,0.550135045310305
16.txt,123.txt,0.550126319014591
6.txt,133.txt,0.550063389343824
